frame_idx,x0,y0,x1,y1
184,703.0,485.0,699.0,500.0
185,704.016357421875,485.35821533203125,699.306396484375,500.2337951660156
186,704.016357421875,485.35821533203125,699.306396484375,500.2337951660156
187,704.0298461914062,485.6390380859375,699.2962036132812,500.48248291015625
188,1240.0,282.0,898.0,365.0
189,1246.9395751953125,284.0938415527344,904.2027587890625,365.7161865234375
190,703.0,489.0,699.0,504.0
191,703.4553833007812,489.3485412597656,699.5868530273438,504.3623046875
192,705.0,489.0,705.0,500.0
193,713.2255859375,487.2862854003906,705.525390625,500.6427307128906
194,713.2255859375,487.2862854003906,705.525390625,500.6427307128906
195,724.45458984375,493.6795959472656,705.6373901367188,499.79071044921875
196,704.0,500.0,703.0,481.0
197,704.799072265625,500.6978454589844,703.9111328125,481.72149658203125
198,705.0,485.0,698.0,505.0
199,705.1627197265625,485.88372802734375,698.4827880859375,505.76885986328125
200,706.0,485.0,706.0,503.0
201,706.015380859375,486.1565856933594,706.2506713867188,504.22308349609375
202,712.0,490.0,706.0,504.0
203,712.14990234375,490.5472106933594,706.042236328125,504.66656494140625
204,711.0,489.0,708.0,500.0
205,709.630615234375,487.34320068359375,705.9365234375,497.6584777832031
206,706.0,489.0,699.0,507.0
207,705.91015625,489.6942443847656,698.8229370117188,507.80181884765625
208,705.0,500.0,705.0,489.0
209,704.6390991210938,500.18658447265625,704.3804931640625,489.713623046875
210,705.0,500.0,704.0,489.0
211,704.9146728515625,500.0774230957031,703.8956298828125,489.1302795410156
212,705.0,491.0,703.0,504.0
213,705.8502807617188,490.1952819824219,703.6780395507812,503.55126953125
214,699.0,508.0,698.0,489.0
215,698.540283203125,507.76513671875,697.2429809570312,488.87506103515625
216,699.0,507.0,698.0,489.0
217,698.845458984375,507.4977111816406,697.5518798828125,490.07000732421875
218,699.0,508.0,697.0,488.0
219,699.1717529296875,507.61883544921875,697.48486328125,488.43218994140625
220,699.0,494.0,698.0,508.0
221,700.519287109375,493.8118896484375,699.1813354492188,507.7582092285156
222,699.0,507.0,698.0,493.0
223,699.506591796875,507.5122985839844,698.6006469726562,493.4589538574219
224,702.0,495.0,699.0,508.0
225,702.2839965820312,494.2467346191406,699.4075927734375,506.9972229003906
226,703.0,493.0,699.0,508.0
227,703.1173706054688,493.0820617675781,699.4863891601562,507.80621337890625
228,703.1173706054688,493.0820617675781,699.4863891601562,507.80621337890625
229,703.3475952148438,495.1748352050781,699.3894653320312,509.7801818847656
230,703.3475952148438,495.1748352050781,699.3894653320312,509.7801818847656
231,703.799072265625,495.4377136230469,699.16015625,510.5628967285156
232,703.799072265625,495.4377136230469,699.16015625,510.5628967285156
233,717.2791748046875,507.80914306640625,699.4119873046875,511.11602783203125
234,706.0,497.0,699.0,515.0
235,706.447265625,496.6575927734375,699.4754028320312,514.7437744140625
236,704.0,496.0,703.0,507.0
237,703.8272094726562,495.6101379394531,702.6050415039062,506.3431091308594
238,705.0,497.0,701.0,508.0
239,704.1887817382812,496.4656982421875,700.2232055664062,507.5576171875
240,699.0,510.0,699.0,493.0
241,697.9456176757812,510.999267578125,698.08740234375,493.9214782714844
242,699.0,511.0,699.0,493.0
243,699.5531005859375,511.0737609863281,699.412353515625,493.0657043457031
244,699.0,511.0,699.0,493.0
245,699.3839111328125,510.59326171875,697.7945556640625,491.3802185058594
246,699.0,493.0,699.0,511.0
247,698.9271850585938,492.65911865234375,698.7227172851562,510.8357238769531
248,699.0,511.0,698.0,493.0
249,698.7457885742188,510.76177978515625,697.63232421875,492.58209228515625
250,699.0,511.0,699.0,493.0
251,699.053466796875,510.7437438964844,699.0233764648438,493.0013427734375
252,699.0,493.0,661.0,529.0
253,702.2757568359375,496.4471740722656,660.5372314453125,530.7431030273438
254,699.0,496.0,699.0,511.0
255,699.775390625,496.37445068359375,699.7521362304688,511.2607116699219
256,701.0,501.0,699.0,514.0
257,701.8312377929688,501.9091491699219,699.4862060546875,515.073486328125
258,699.0,515.0,697.0,496.0
259,698.5930786132812,515.2238159179688,696.721923828125,496.2372741699219
260,702.0,507.0,691.0,520.0
261,701.0474243164062,508.0221252441406,690.5614013671875,521.0302124023438
262,702.0,504.0,699.0,515.0
263,701.082275390625,504.8121337890625,698.2763671875,515.7496948242188
264,705.0,515.0,703.0,500.0
265,706.6568603515625,517.8030395507812,713.48046875,501.4400329589844
266,706.6568603515625,517.8030395507812,713.48046875,501.4400329589844
267,707.966552734375,517.311279296875,715.385009765625,501.278076171875
268,712.0,504.0,706.0,519.0
269,711.9155883789062,503.2253112792969,704.97412109375,518.572998046875
270,706.0,515.0,704.0,504.0
271,705.8223876953125,515.5372314453125,703.9315795898438,504.4793395996094
272,704.0,519.0,704.0,504.0
273,704.3619995117188,520.5358276367188,704.2833251953125,505.3317565917969
274,703.0,508.0,699.0,525.0
275,701.2555541992188,509.0350341796875,697.046630859375,526.2430419921875
276,699.0,526.0,699.0,508.0
277,698.81103515625,529.1940307617188,698.3847045898438,511.1535949707031
278,699.0,515.0,699.0,530.0
279,699.0223388671875,515.2117919921875,699.0833740234375,530.2045288085938
280,699.0,530.0,697.0,511.0
281,699.245849609375,529.3790283203125,696.9137573242188,510.6067199707031
282,699.0,530.0,699.0,512.0
283,698.9681396484375,529.0036010742188,698.9381713867188,511.507568359375
284,699.0,527.0,698.0,511.0
285,699.1819458007812,525.5245361328125,697.8757934570312,509.93609619140625
286,699.0,526.0,699.0,508.0
287,699.47900390625,526.3187255859375,700.79296875,508.1388854980469
288,699.47900390625,526.3187255859375,700.79296875,508.1388854980469
289,701.0075073242188,529.6240844726562,702.5492553710938,511.1480407714844
290,705.0,515.0,699.0,534.0
291,705.0588989257812,514.894775390625,699.0380249023438,534.0453491210938
292,705.0,515.0,698.0,534.0
293,704.9736938476562,515.4468994140625,697.9950561523438,534.6710815429688
294,703.0,515.0,699.0,534.0
295,702.9918823242188,514.6515502929688,699.0057373046875,533.5214233398438
296,703.0,515.0,698.0,534.0
297,704.2369995117188,516.91650390625,699.0791015625,536.0708618164062
298,705.0,519.0,699.0,538.0
299,705.4468383789062,519.9159545898438,699.4851684570312,538.9876708984375
300,705.0,519.0,704.0,534.0
301,703.0597534179688,519.482177734375,701.627685546875,534.2698364257812
302,703.0,519.0,699.0,538.0
303,702.5645141601562,519.00048828125,698.7932739257812,538.2251586914062
304,702.0,519.0,699.0,538.0
305,702.1703491210938,519.3922119140625,699.807373046875,538.1373901367188
306,704.0,519.0,699.0,538.0
307,703.23046875,518.9345703125,699.1527099609375,537.5628051757812
308,704.0,519.0,699.0,537.0
309,702.29052734375,517.5731811523438,698.0771484375,535.1430053710938
310,704.0,519.0,699.0,534.0
311,704.2572021484375,519.1211547851562,698.8721923828125,534.5000610351562
312,700.0,519.0,699.0,533.0
313,700.22119140625,519.4411010742188,699.0210571289062,533.9423217773438
314,699.0,519.0,699.0,534.0
315,699.244384765625,518.7041625976562,699.2470092773438,533.7357788085938
316,699.0,519.0,699.0,534.0
317,702.259521484375,518.47607421875,702.2364501953125,533.3687133789062
318,706.0,519.0,699.0,538.0
319,707.2415771484375,518.4757080078125,700.2929077148438,537.49365234375
320,706.0,530.0,706.0,516.0
321,702.6600952148438,527.3026733398438,702.6369018554688,513.8026123046875
322,705.0,523.0,696.0,510.0
323,705.2588500976562,523.4766845703125,696.16552734375,510.3379211425781
324,705.0,515.0,697.0,534.0
325,706.2371826171875,516.9156494140625,697.1426391601562,536.3451538085938
326,706.0,519.0,704.0,530.0
327,705.6867065429688,519.5992431640625,703.0764770507812,530.2383422851562
328,705.0,523.0,698.0,534.0
329,704.2521362304688,523.02099609375,697.2637939453125,534.2552490234375
330,700.0,519.0,697.0,535.0
331,700.952880859375,518.6176147460938,696.9786987304688,535.0360107421875
332,701.0,519.0,699.0,534.0
333,701.96240234375,519.7255249023438,699.7446899414062,534.8046875
334,705.0,522.0,704.0,533.0
335,705.7804565429688,523.005615234375,704.9907836914062,534.0515747070312
336,705.0,538.0,704.0,519.0
337,706.191650390625,538.2072143554688,704.9308471679688,519.2386474609375
338,706.0,523.0,701.0,543.0
339,705.2140502929688,523.2432250976562,700.2453002929688,543.001220703125
340,705.0,539.0,704.0,523.0
341,703.1278686523438,540.9185791015625,703.5442504882812,524.1839599609375
342,698.0,545.0,697.0,526.0
343,697.2012329101562,545.2105712890625,696.2646484375,526.1475830078125
344,699.0,531.0,697.0,546.0
345,699.3660888671875,531.1497802734375,697.25732421875,546.5673217773438
346,697.0,546.0,695.0,527.0
347,696.2168579101562,546.045654296875,694.7813110351562,527.0115356445312
348,699.0,541.0,696.0,526.0
349,698.7050170898438,541.8082275390625,697.4916381835938,526.019775390625
350,699.0,542.0,618.0,595.0
351,699.53173828125,541.5480346679688,618.02783203125,594.9929809570312
352,697.0,529.0,583.0,612.0
353,697.2369384765625,529.5732421875,584.2445678710938,612.2616577148438
354,702.0,535.0,699.0,545.0
355,701.9896850585938,534.9872436523438,699.0567626953125,544.981201171875
356,699.0,530.0,694.0,549.0
357,698.8160400390625,529.2669067382812,693.7572021484375,548.2045288085938
358,699.0,530.0,699.0,545.0
359,699.7264404296875,529.7250366210938,699.661865234375,544.7197265625
360,699.0,545.0,698.0,529.0
361,698.840576171875,545.45361328125,697.8329467773438,529.407958984375
362,701.0,541.0,696.0,529.0
363,701.1017456054688,541.2782592773438,696.1336059570312,529.1504516601562
364,696.0,529.0,692.0,553.0
365,695.48974609375,528.135009765625,691.2285766601562,552.0651245117188
366,699.0,530.0,615.0,589.0
367,699.3175048828125,528.8291625976562,615.8201293945312,587.7766723632812
368,699.0,542.0,697.0,526.0
369,699.4783325195312,542.2171020507812,697.3495483398438,526.105712890625
370,698.0,545.0,698.0,530.0
371,697.8466796875,545.7308349609375,697.7547607421875,530.6858520507812
372,699.0,530.0,699.0,545.0
373,699.5525512695312,528.818115234375,699.6211547851562,543.700439453125
374,700.0,526.0,678.0,554.0
375,699.6200561523438,525.095947265625,677.7919921875,552.7374267578125
376,699.0,541.0,698.0,523.0
377,698.521728515625,541.2731323242188,697.8424682617188,523.0748901367188
378,699.0,541.0,696.0,523.0
379,699.2405395507812,540.6341552734375,696.0338134765625,522.792724609375
380,699.0,541.0,697.0,523.0
381,699.0260009765625,540.9583740234375,697.1553344726562,522.881591796875
382,699.0,541.0,696.0,522.0
383,699.2838134765625,540.7413330078125,696.0791015625,521.8826293945312
384,1211.0,302.0,997.0,407.0
385,1205.012939453125,301.9380187988281,991.0128173828125,409.3110046386719
386,703.0,523.0,688.0,544.0
387,702.8009643554688,522.50244140625,687.6030883789062,543.4974975585938
388,703.0,523.0,692.0,542.0
389,703.0155639648438,524.0589599609375,692.2457885742188,542.9857177734375
390,702.0,523.0,677.0,554.0
391,702.3563842773438,523.4868774414062,676.9666748046875,554.6133422851562
392,705.0,523.0,693.0,544.0
393,704.5839233398438,521.9590454101562,692.1126098632812,543.2138061523438
394,699.0,538.0,699.0,523.0
395,699.06396484375,538.7861938476562,699.4441528320312,523.4407958984375
396,699.0,541.0,699.0,524.0
397,699.11572265625,541.4425659179688,699.5762939453125,524.2078247070312
398,699.0,541.0,699.0,526.0
399,699.2568359375,540.9926147460938,699.2700805664062,525.9938354492188
400,703.0,530.0,644.0,569.0
401,703.2455444335938,529.7994995117188,644.4417724609375,568.9155883789062
402,704.0,529.0,699.0,541.0
403,703.9674682617188,528.8330078125,699.05126953125,540.7337036132812
404,704.0,529.0,699.0,541.0
405,704.173828125,528.9976806640625,699.2013549804688,541.0182495117188
406,698.0,522.0,644.0,569.0
407,698.0208740234375,522.3848266601562,643.7507934570312,569.7660522460938
408,704.0,536.0,697.0,546.0
409,703.6688842773438,536.515869140625,696.4034423828125,546.4073486328125
410,699.0,527.0,697.0,546.0
411,698.80712890625,526.6173095703125,696.5628051757812,545.5652465820312
412,699.0,541.0,696.0,523.0
413,699.0000610351562,540.7644653320312,695.9566650390625,522.7612915039062
414,699.0,541.0,696.0,523.0
415,699.0426635742188,541.5033569335938,696.0516357421875,523.2449951171875
416,699.0,541.0,699.0,527.0
417,698.221923828125,540.9624633789062,698.2049560546875,526.9559936523438
418,698.0,540.0,697.0,525.0
419,698.240234375,539.8106689453125,697.3561401367188,524.7617797851562
420,698.0,541.0,696.0,523.0
421,698.2499389648438,540.7940063476562,696.1976928710938,523.0508422851562
422,699.0,541.0,699.0,527.0
423,699.5150146484375,541.2548828125,699.510009765625,527.186279296875
424,699.0,541.0,699.0,527.0
425,699.48388671875,541.0521850585938,699.4898071289062,527.0130615234375
426,705.0,534.0,699.0,542.0
427,705.2095336914062,533.5315551757812,699.1755981445312,541.4251708984375
428,699.0,542.0,696.0,521.0
429,699.0916748046875,542.31591796875,696.3057861328125,521.27490234375
430,705.0,538.0,696.0,524.0
431,704.78857421875,538.9443969726562,696.1552734375,524.3558959960938
432,701.0,541.0,696.0,525.0
433,698.9743041992188,541.7090454101562,694.9468994140625,525.2263793945312
434,699.0,541.0,699.0,523.0
435,698.3616943359375,540.5582275390625,698.900146484375,522.7489624023438
436,699.0,523.0,699.0,541.0
437,699.3056640625,523.3829345703125,699.4310302734375,541.7461547851562
438,699.0,545.0,698.0,526.0
439,699.081298828125,545.2288208007812,698.0027465820312,526.2403564453125
440,699.0,545.0,698.0,526.0
441,698.7008666992188,545.6226806640625,697.961181640625,526.4599609375
442,699.0,526.0,699.0,545.0
443,699.0958251953125,525.2736206054688,699.1444091796875,544.0629272460938
444,699.0,527.0,699.0,542.0
445,698.702880859375,526.3795776367188,698.598388671875,541.3018798828125
446,699.0,523.0,699.0,541.0
447,699.1758422851562,523.1222534179688,698.861083984375,541.3997802734375
448,699.0,541.0,697.0,522.0
449,699.2801513671875,541.0726318359375,697.15185546875,521.9992065429688
450,704.0,537.0,670.0,558.0
451,705.4199829101562,537.2052001953125,671.2581787109375,558.2430419921875
452,705.0,541.0,705.0,527.0
453,705.363525390625,540.7805786132812,705.3461303710938,526.8519287109375
454,706.0,541.0,705.0,525.0
455,706.369384765625,540.8065185546875,705.1178588867188,524.9542846679688
456,706.0,541.0,702.0,524.0
457,706.4380493164062,540.6587524414062,702.3167724609375,523.705322265625
458,706.0,541.0,706.0,527.0
459,706.2996215820312,541.064453125,706.272216796875,527.0419921875
460,707.0,527.0,706.0,541.0
461,708.341064453125,525.7604370117188,707.175048828125,539.6310424804688
462,711.0,519.0,711.0,534.0
463,712.0274047851562,518.2158813476562,711.9503173828125,533.01708984375
464,711.0,519.0,711.0,534.0
465,711.2006225585938,518.9498901367188,710.9994506835938,534.0001220703125
466,717.0,519.0,651.0,565.0
467,718.0969848632812,518.8417358398438,652.3118286132812,565.46826171875
468,718.0,528.0,712.0,537.0
469,718.8054809570312,527.6556396484375,712.69189453125,536.6890258789062
470,719.0,519.0,704.0,542.0
471,717.940185546875,519.9671630859375,702.1734008789062,543.3790893554688
472,742.0,515.0,722.0,525.0
473,741.39013671875,515.96240234375,721.3969116210938,525.0855712890625
474,736.0,515.0,720.0,527.0
475,684.5157470703125,506.99761962890625,669.6802978515625,535.2073974609375
476,693.0,539.0,692.0,526.0
477,684.3840942382812,542.9432983398438,678.7232055664062,531.410888671875
478,678.0,549.0,675.0,539.0
479,678.791748046875,549.2286987304688,674.9152221679688,539.4868774414062
480,678.0,549.0,672.0,533.0
481,677.6893920898438,548.4696655273438,675.776123046875,530.3624877929688
482,693.0,541.0,680.0,548.0
483,692.7704467773438,541.2145385742188,679.7406005859375,548.2450561523438
484,706.0,537.0,681.0,548.0
485,705.8696899414062,536.6851196289062,680.912841796875,547.9234619140625
486,712.0,518.0,712.0,530.0
487,710.9666137695312,517.9920043945312,710.8997192382812,530.3363647460938
488,705.0,535.0,704.0,514.0
489,704.9788818359375,536.0170288085938,704.1246337890625,514.3779296875
490,712.0,530.0,711.0,515.0
491,715.12890625,528.7174682617188,714.1797485351562,513.2410888671875
492,719.0,515.0,708.0,533.0
493,719.8007202148438,513.2899169921875,708.7492065429688,531.2147827148438
494,719.0,511.0,719.0,523.0
495,719.4808959960938,510.9827880859375,719.303466796875,522.9837646484375
496,719.0,511.0,719.0,526.0
497,718.7839965820312,511.2366638183594,718.7821044921875,526.218017578125
498,718.0,515.0,714.0,527.0
499,716.2225341796875,516.7588500976562,712.2988891601562,528.7214965820312
500,713.0,518.0,711.0,534.0
501,712.3157348632812,519.8421630859375,711.275146484375,536.0137939453125
502,712.0,519.0,711.0,536.0
503,710.7210083007812,518.9885864257812,709.4353637695312,536.0491943359375
504,712.0,522.0,704.0,539.0
505,711.5364379882812,522.9072875976562,703.7271118164062,539.8240356445312
506,712.0,523.0,711.0,538.0
507,712.9754638671875,522.33642578125,711.9119873046875,537.3365478515625
508,712.0,534.0,712.0,520.0
509,713.1888427734375,532.3204956054688,712.6423950195312,518.7097778320312
510,713.0,518.0,655.0,559.0
511,713.2438354492188,517.9984741210938,655.1632080078125,559.0914306640625
512,714.0,519.0,628.0,574.0
513,714.1971435546875,519.3640747070312,629.1421508789062,573.9603271484375
514,714.0,519.0,712.0,535.0
515,713.6011352539062,519.6898193359375,710.5467529296875,535.8360595703125
516,712.0,536.0,711.0,519.0
517,711.2242431640625,536.2752685546875,710.0120849609375,519.2510375976562
518,712.0,527.0,704.0,542.0
519,711.7984008789062,528.0800170898438,703.6834716796875,543.2457275390625
520,710.0,527.0,706.0,541.0
521,710.287841796875,527.6827392578125,706.6139526367188,541.7408447265625
522,712.0,526.0,711.0,538.0
523,712.218994140625,525.7299194335938,711.438232421875,537.6168212890625
524,712.0,526.0,702.0,522.0
525,712.2653198242188,526.5994873046875,702.2339477539062,522.5770874023438
526,712.0,526.0,712.0,537.0
527,712.15380859375,526.5465087890625,712.0668334960938,537.3744506835938
528,712.0,537.0,710.0,526.0
529,711.754150390625,536.7724609375,709.7490234375,525.7470092773438
530,705.0,545.0,676.0,557.0
531,704.2283935546875,545.0335083007812,675.795654296875,556.987548828125
532,711.0,530.0,704.0,546.0
533,710.9767456054688,530.3700561523438,703.821044921875,546.0482788085938
534,706.0,526.0,706.0,544.0
535,706.1990966796875,526.6203002929688,705.5743408203125,544.7921752929688
536,711.0,534.0,706.0,545.0
537,710.9268188476562,533.968017578125,663.0841674804688,555.012939453125
538,706.0,526.0,675.0,544.0
539,705.6138916015625,525.8433837890625,677.6851196289062,537.2476806640625
540,665.0,541.0,659.0,557.0
541,667.1820678710938,540.2481689453125,665.6000366210938,555.7666625976562
542,659.0,564.0,659.0,545.0
